domain,name,cluster
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,2
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,2
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,1
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,3
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,3
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,3
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,3
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,3
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,2
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,3
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,3
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,2
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,3
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,3
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,3
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,3
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,2
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,2
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,2
Biological,C_elegans_interactomes_2009_Genetic,2
Biological,C_elegans_interactomes_2009_LCI_lit,1
Biological,C_elegans_interactomes_2009_WI-2004,2
Biological,C_elegans_interactomes_2009_WI-2007,2
Biological,C_elegans_interactomes_2009_WI8,3
Biological,C_elegans_neurons_1986_C_elegans_Metabolic,3
Biological,C_elegans_pharynx_2011_Worm_c_elegans_herm_pharynx_1,3
Biological,C_elegans_posterior_nervous_system_Worm_c_elegans_neural_male_1,3
Biological,Cat_brain_2013_Cat_mixed_species_brain_1,3
Biological,Cat_cerebral_hemisphere_cortex_and_thalamus,2
Biological,Cat_cerebral_hemisphere_cortex_only,2
Biological,Clements_Long_plant-pollinator_web_Clements_Long_plant-pollinator_web,2
Biological,Cold_Lake_host-parasite_web_Cold_Lake,2
Biological,Dupont_plant-pollinator_web_Dupont_plant-pollinator_web,3
Biological,Elberling_Olesen_plant-pollinator_web_Elberling_Olesen_plant-pollinator_web,2
Biological,Fonseca_Ganade_plant-ant_web_Fonseca_Ganade_plant-ant_web,3
Biological,Freshwater_stream_webs_AkatoreA,2
Biological,Freshwater_stream_webs_AkatoreB,2
Biological,Freshwater_stream_webs_Berwick,3
Biological,Freshwater_stream_webs_Blackrock,2
Biological,Freshwater_stream_webs_Broad,3
Biological,Freshwater_stream_webs_Canton,2
Biological,Freshwater_stream_webs_Catlins,3
Biological,Freshwater_stream_webs_Coweeta1,2
Biological,Freshwater_stream_webs_Coweeta17,2
Biological,Freshwater_stream_webs_DempstersAu,3
Biological,Freshwater_stream_webs_DempstersSp,2
Biological,Freshwater_stream_webs_DempstersSu,3
Biological,Freshwater_stream_webs_German,2
Biological,Freshwater_stream_webs_Healy,3
Biological,Freshwater_stream_webs_Kyeburn,2
Biological,Freshwater_stream_webs_LilKyeburn,3
Biological,Freshwater_stream_webs_Martins,2
Biological,Freshwater_stream_webs_Narrowdale,2
Biological,Freshwater_stream_webs_NorthCol,2
Biological,Freshwater_stream_webs_Powder,2
Biological,Freshwater_stream_webs_Stony,3
Biological,Freshwater_stream_webs_SuttonAu,3
Biological,Freshwater_stream_webs_SuttonSp,3
Biological,Freshwater_stream_webs_SuttonSu,2
Biological,Freshwater_stream_webs_Troy,3
Biological,Freshwater_stream_webs_Venlaw,3
Biological,Hocking_plant-pollinator_web_Hocking_plant-pollinator_web,1
Biological,Inouye_Pyke_plant-pollinator_web_Inouye_Pyke_plant-pollinator_web,3
Biological,Ito_core_yeast_interactome_2001_Ito-core,2
Biological,Joern_plant-herbivore_webs_Altuda,2
Biological,Joern_plant-herbivore_webs_Marathon,2
Biological,Kato_plant-pollinator_web_Kato_plant-pollinator_web,1
Biological,Kevan_plant-pollinator_web_Kevan_plant-pollinator_web,2
Biological,Leather_plant-herbivore_webs_Britain,1
Biological,Leather_plant-herbivore_webs_Finland,1
Biological,Macaque_cortical_connectivity_CoCoMac_CoCoMac95,2
Biological,Macaque_cortical_connectivity_Young_Macaque_cortical_network,3
Biological,Macaque_neocortex_visual_sensory_motor_Macaque_neocortex,3
Biological,Macaque_visual_cortex_1991_fve30,3
Biological,Macaque_visual_cortex_1991_fve32,3
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_2,1
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_4,1
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_5,2
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_6,2
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_8,2
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_9,2
Biological,McCullen_plant-pollinator_web_McCullen_plant-pollinator_web,2
Biological,Medan_plant-pollinator_web_RB_web,1
Biological,Memmott_plant-pollinator_web_Memmott_plant-pollinator_web,2
Biological,Mosquin_Martin_plant-pollinator_web_Mosquin_Martin_plant-pollinator_web,3
Biological,Motten_plant-pollinator_web_Motten_plant-pollinator_web,2
Biological,Mouse_visual_cortex_2011_Mouse_Mouse_visual_cortex_1,3
Biological,Mouse_visual_cortex_2011_Mouse_Mouse_visual_cortex_2,1
Biological,Olesen_plant-pollinator_web_Flores,3
Biological,Olesen_plant-pollinator_web_Ile_aux_Aigrettes,3
Biological,Ollerton_plant-pollinator_web_Ollerton_plant-pollinator_web,2
Biological,P_pacificus_nematode_2013_Worm_p_pacificus_neural_synaptic_1,2
Biological,P_pacificus_nematode_2013_Worm_p_pacificus_neural_synaptic_2,3
Biological,Parsnip_and_McGregor_host-parasite_webs_McGregor_River,2
Biological,Parsnip_and_McGregor_host-parasite_webs_Parsnip_River,2
Biological,Poulin_seed-disperser_web_Poulin_seed-disperser_web,3
Biological,Ramirez_Brito_plant-pollinator_web_Ramirez_Brito_plant-pollinator_web,3
Biological,Reguly_yeast_interactome_2006_LC-multiple,2
Biological,Rhesus_brain_2012_Macaque_rhesus_brain_1,3
Biological,Rhesus_cortex_2014_Macaque_rhesus_cerebral_cortex_1,1
Biological,Schemske_plant-pollinator_web_Schemske_plant-pollinator_web,2
Biological,Small_plant-pollinator_web_Small_plant-pollinator_web,3
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,2
Biological,Snow_seed-disperser_web_Snow_seed-disperser_web,2
Biological,Uetz_screen_yeast_interactome_2000_Uetz-screen,3
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,2
Biological,Vazquez_Simberloff_plant-pollinator_webs_Cerro_Lopez,2
Biological,Vazquez_Simberloff_plant-pollinator_webs_Llao_Llao,2
Biological,Vazquez_Simberloff_plant-pollinator_webs_Mascardi_c,2
Biological,Vazquez_Simberloff_plant-pollinator_webs_Mascardi_nc,2
Biological,Vazquez_Simberloff_plant-pollinator_webs_Quetrihue_c,3
Biological,Vazquez_Simberloff_plant-pollinator_webs_Safariland,2
Biological,Yu_yeast_interactomes_2008_CCSB-YI1,2
Biological,Yu_yeast_interactomes_2008_Y2H-union,3
Economic,56e9db8da6d70217090cdf2b,1
Economic,575aa410bd3e93b53c695629,2
Economic,575aa410bd3e93b53c69562a,2
Economic,577ee40d58d31bd664bac0ed,2
Economic,577ee40d58d31bd664bac0ee,3
Economic,577ee40d58d31bd664bac0ef,3
Economic,5847088c8cf714f319c47aae,3
Economic,5936021067ec90f1500d6595,3
Economic,5936021067ec90f1500d6597,3
Economic,5936021067ec90f1500d6599,3
Economic,Midieval_Russia_trade_network_Medieval_Russian_Trade_Network,3
Economic,Norwegian_Board_of_Directors_net2mode_2002-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2002-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2003-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2004-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2005-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2006-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2007-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2008-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2009-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-08-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-09-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-10-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-11-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2010-12-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-01-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-02-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-03-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-04-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-05-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-06-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-07-01,2
Economic,Norwegian_Board_of_Directors_net2mode_2011-08-01,2
Informational,56a85c8e26855e083a2f7954,3
Informational,57574842bd3e93b53c695556,2
Informational,57574842bd3e93b53c695557,2
Informational,57574842bd3e93b53c695558,2
Informational,57574842bd3e93b53c695559,2
Informational,583d15578cf714f319c44aca,1
Informational,583d15578cf714f319c44acb,1
Informational,5886685ba411221d0e7c677e,1
Informational,58b0173aa411221d0e7c680c,3
Informational,58b0173aa411221d0e7c680d,2
Informational,5902c73762da632511870ff0,2
Informational,5922400c62da63251188d3ea,1
Informational,59a5da04549f067e0266d625,3
Informational,59a5da04549f067e0266d626,3
Informational,59a5da04549f067e0266d628,3
Informational,59a5da04549f067e0266d629,3
Informational,59a5da04549f067e0266d62a,3
Informational,Political_books_network_2004_Krebs_political_books,2
Informational,Word_adjacencies_of_David_Copperfield_Word_adjacencies,3
Social,Dolphin_social_network_Dolphins,3
Social,Email_network_Uni_R-V_Spain_Email_network_Uni_R-V_Spain,3
Social,Family_planning_in_Korea1,3
Social,Family_planning_in_Korea2,3
Social,"High_school_dynamic_contact_networks_contact_list,_2011",3
Social,"High_school_dynamic_contact_networks_contact_list,_2012",3
Social,Hollywood_film_music_Hollywood_film_music,3
Social,Kapferer_tailor_shop_Kapferer_tailor_shop_1,3
Social,Kapferer_tailor_shop_Kapferer_tailor_shop_2,3
Social,Les_Miserables_coappearances_Les_Miserables,2
Social,NCAA_college_football_2000_American_College_Football,3
Social,Norwegian_Board_of_Directors_net1mode_2002-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2002-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2003-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2004-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2005-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2006-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2007-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2008-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2009-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-08-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-09-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-10-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-11-01,1
Social,Norwegian_Board_of_Directors_net1mode_2010-12-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-01-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-02-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-03-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-04-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-05-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-06-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-07-01,1
Social,Norwegian_Board_of_Directors_net1mode_2011-08-01,1
Social,Zachary_Karate_Club_Zachary_karate_club_77,2
Social,Zachary_Karate_Club_Zachary_karate_club_78,2
Technological,57222842461efe0c7a6758dd,2
Technological,57222842461efe0c7a6758de,2
Technological,57222842461efe0c7a6758df,2
Technological,57222854461efe0c7a675a78,1
Technological,57222854461efe0c7a675a82,1
Technological,57222854461efe0c7a675ad3,2
Technological,57222854461efe0c7a675baf,2
Technological,57222854461efe0c7a675bb0,2
Technological,57222854461efe0c7a675bb1,2
Technological,57222854461efe0c7a675bb2,2
Technological,57222854461efe0c7a675bb3,2
Technological,57222854461efe0c7a675bb4,2
Technological,57222854461efe0c7a675bb5,2
Technological,57222854461efe0c7a675bb6,2
Technological,57222854461efe0c7a675bb7,2
Technological,57222854461efe0c7a675bb8,2
Technological,5728dc4b461efe0c7a675f37,2
Technological,5728dc4b461efe0c7a675f38,3
Technological,5728dc4b461efe0c7a675f39,3
